created_at,user,location,coordinates,text,retweet_count,favorite_count,id,nama_kota,avg_word,word_count
2021-08-14 14:36:58,DinarBastanta11,"DKI Jakarta, Indonesia",,"['covid', 'dari', 'cina', 'obat', 'dari', 'cina', 'uang', 'dari', 'cina']",0,0,ID3172,JAKARTA TIMUR,4.111111111111111,9
2021-08-14 14:36:29,SembilanSeven,"DKI Jakarta, Indonesia",,"['jika', 'kita', 'melakukan', 'vaksin', 'di', 'stasiun', 'dosis', 'pertama', 'untuk', 'melakukan', 'dosis', 'ke', 'dua', 'apakah', 'haru', 'di', 'stasiun', 'yang', 'tersedia', 'vaksin', 'admin', 'di', 'kaisatu', 'kaisatu', 'satu']",0,0,ID3172,JAKARTA TIMUR,5.2,25
2021-08-14 14:36:24,ricky_reach,jakarta,,"['rusak', 'htps', 'atau', 'atau', 't', 'coatau', 'iluqypdftiga']",0,0,ID3172,JAKARTA TIMUR,5.142857142857143,7
2021-08-14 14:36:00,contactap2,"Tangerang, Indonesia",,"['di', 'wahyusugiarto', 'wahyusugiartosembilan', 'dapat', 'kami', 'informasikan', 'jika', 'hasil', 'pacar', 'dan', 'kartu', 'vaksin', 'telah', 'memiliki', 'barcode', 'dan', 'telah', 'terintegr', 'htps', 'atau', 'atau', 't', 'coatau', 'jfepadmtujuh', 'vp']",0,0,ID3172,JAKARTA TIMUR,6.2,25
2021-08-14 14:36:00,dompetdhuafaorg,"Jakarta, Indonesia",,"['empat', 'permasalahan', 'tidak', 'semua', 'rumah', 'sakit', 'di', 'indonesia', 'memiliki', 'jumlah', 'ventilator', 'yang', 'memadai', 'mengingat', 'jumlah', 'p', 'htps', 'atau', 'atau', 't', 'coatau', 'ohfsnzjyfl']",0,0,ID3172,JAKARTA TIMUR,5.818181818181818,22
2021-08-14 14:35:40,PTJASAMARGA,"DKI Jakarta, Indonesia",,"['halo', 'kawan', 'jm', 'patuhi', 'protokol', 'kesehatan', 'untuk', 'memutus', 'penyebaran', 'covid', 'sembilan', 'belas', 'buat', 'kawan', 'jm', 'yang', 'beraktivitas', 'di mana', 'htps', 'atau', 'atau', 't', 'coatau', 'tdzxudnrf']",0,1,ID3172,JAKARTA TIMUR,5.666666666666667,24
2021-08-14 14:35:25,idn_channel,DKI Jakarta,,"['peningkatan', 'ekspor', 'pertanian', 'turut', 'dongkrak', 'kesejahteran', 'petani', 'htps', 'atau', 'atau', 't', 'coatau', 'nqevcvmlima', 'belas', 'm', 'sekretariat', 'presiden', 'i', 'htps', 'atau', 'atau', 't', 'coatau', 'lima', 'kjbnol', 'btsdz']",0,0,ID3172,JAKARTA TIMUR,5.653846153846154,26
2021-08-14 14:34:50,kecoa_jahat,Jakarta,,"['post', 'vaksin', 'moderna', 'bisa', 'kali', 'badan', 'aku', 'buat', 'masak', 'air']",0,0,ID3172,JAKARTA TIMUR,4.5,10
2021-08-14 14:34:36,TMCPoldaMetro,"DKI Jakarta, Indonesia",,"['satu', 'tiga', 'puluh', 'lima', 'polri', 'sat', 'lantas', 'jakut', 'dan', 'amp', 'jajaran', 'polres', 'metro', 'jakut', 'gabung', 'pol', 'p', 'melakukan', 'kegiatan', 'himbauan', 'prokes', 'covid', 'satu', '9', 'htps', 'atau', 'atau', 't', 'coatau', 'asycropvrb']",0,5,ID3172,JAKARTA TIMUR,4.833333333333333,30
2021-08-14 14:33:41,IrwandiIwan69,Jakarta,,"['di', 'kevinroypratama', 'di', 'ayahe', 'migu', 'di', 'zaryhendrik', 'juara', 'juga', 'lewat', 'jalur', 'corona', 'itu', 'juga', 'nungu', 'tiga', 'puluh', 'taon']",0,0,ID3172,JAKARTA TIMUR,5.055555555555555,18
2021-08-14 14:33:22,ambarwatyaul,"Bekasi, Jawa Barat",,"['aduh', 'kelakuan', 'ini', 'client', 'sudah', 'boking', 'mendadak', 'labil', 'gonta', 'ganti', 'jam', 'makeup', 'sampai', 'sudah', 'w', 'cari', 'partner', 'karena', 'waktu', 'w', 'tidak', 'htps', 'atau', 'atau', 't', 'coatau', 'zisatu', 'gmekjmtujuh']",0,0,ID3172,JAKARTA TIMUR,5.0,28
2021-08-14 14:33:16,trivansekorata,"Jakarta Selatan, DKI Jakarta",,"['di', 'nonbombi', 'di', 'slhanum', 'nah', 'maka', 'itu', 'sudah', 'vaksin', 'belum', 'biar', 'pada', 'sehat', 'semua', 'orang', 'orang', 'yang', 'mau', 'nonton', 'konser', 'live']",0,0,ID3172,JAKARTA TIMUR,4.571428571428571,21
2021-08-14 14:33:11,Ridhoucil0,"DKI Jakarta, Indonesia",,"['sudah', 'minum', 'amer', 'bnyak', 'bnyak', 'tapi', 'tidak', 'mabuk', 'waw', 'sama', 'saja', 'kayak', 'sudah', 'vaksin', 'tapi', 'mash', 'saja', 'mempan', 'kena', 'covin', 'wkwkw', 'htps', 'atau', 'atau', 't', 'coatau', 'satu', 'yxmamznsb']",0,0,ID3172,JAKARTA TIMUR,4.607142857142857,28
2021-08-14 14:32:00,dompetdhuafaorg,"Jakarta, Indonesia",,"['namun', 'jika', 'dibiarkan', 'bahkan', 'akan', 'berujung', 'pada', 'kesulitan', 'bernapas', 'yang', 'ditandai', 'dengan', 'ada', 'pneumonia', 'akut', 'ada', 'htps', 'atau', 'atau', 't', 'coatau', 'iempat', 'awdelapan', 'wfdgj']",0,0,ID3172,JAKARTA TIMUR,5.541666666666667,24
2021-08-14 14:31:47,qronoz,"Jakarta, Indonesia",,"['buat', 'teman', 'teman', 'di', 'jakarta', 'yang', 'lagi', 'mau', 'vaksin', 'kedua', 'sinovacatau', 'az', 'dan', 'lokasiatau', 'sentra', 'vaksinasi', 'belum', 'jelas', 'ada', 'htps', 'atau', 'atau', 't', 'coatau', 'cyacyevusatu', 'ke']",3,7,ID3172,JAKARTA TIMUR,5.076923076923077,26
2021-08-14 14:31:31,Goodpeople182_,"DKI Jakarta, Indonesia",,"['setelah', 'covid', 'selesai', 'bismilah', 'dapat', 'sugar', 'dady', 'yang', 'seumuran', 'buat', 'sakit', 'saja']",0,0,ID3172,JAKARTA TIMUR,5.5,12
2021-08-14 14:31:29,kangAgertembak,"Jakarta Pusat, DKI Jakarta",,"['di', 'bertanyarl', 'memang', 'kenapa', 'pakai', 'astrazeneca', 'emak', 'saya', 'saja', 'sehat', 'saja', 'pakai', 'vaksin', 'astrazeneca', 'bahkan', 'sudah', 'dosis', 'kedua']",0,0,ID3172,JAKARTA TIMUR,5.777777777777778,18
2021-08-14 14:30:50,PsEdWlN,Jakarta,,"['bukan', 'tertawa', 'covid', 'sembilan', 'belas', 'yang', 'ada', 'varian', 'video', 'lama', 'ini', 'menunjukan', 'ternyata', 'teroris', 'islam', 'itu', 'ada', 'banyak', 'varian', 'htps', 'atau', 'atau', 't', 'coatau', 'vsembilan', 'qgkmwa']",0,0,ID3172,JAKARTA TIMUR,5.269230769230769,26
2021-08-14 14:30:36,desipurwani1,cikarang bekasi,,"['di', 'tedygusnaidi', 'kalau', 'tidak', 'ngrasain', 'apa', 'apasetelqh', 'vaksin', 'masalah', 'tidak', 'sich', 'kok', 'tidak', 'ada', 'reaksi', 'apa', 'apa', 'iya', 'ini', 'baru', 'vaksin', 'pertama', 'sich']",0,0,ID3172,JAKARTA TIMUR,5.086956521739131,23
2021-08-14 14:30:34,kompascom,Jakarta,,"['wali', 'kota', 'malang', 'sutiaji', 'mengajak', 'lima', 'perguruan', 'tinggi', 'di', 'kota', 'malang', 'untuk', 'ikut', 'menangani', 'tempat', 'isolasi', 'terpus', 'htps', 'atau', 'atau', 't', 'coatau', 'isatu', 'bdelapan', 'menam', 'rlhn']",0,7,ID3172,JAKARTA TIMUR,5.3076923076923075,26
2021-08-14 14:30:24,urscrtadmrerr,"DKI Jakarta, Indonesia",,"['seperti', 'kamu', 'positif', 'covid', 'deh', 'soal', 'kamu', 'tidak ada', 'rasa', 'sama', 'aku']",0,0,ID3172,JAKARTA TIMUR,4.909090909090909,11
2021-08-14 14:30:04,Gitalicious,"Jakarta, Indonesia",,"['lagi', 'kena', 'kipi', 'pasca', 'vaksin', 'aduh', 'tidak', 'enak', 'sekali', 'ih', 'badan', 'berasa', 'melayang', 'begini', 'bidadari', 'memang', 'begitu', 'yang', 'htps', 'atau', 'atau', 't', 'coatau', 'fwdjvymgaj']",0,0,ID3172,JAKARTA TIMUR,5.083333333333333,24
2021-08-14 14:30:00,mediaindonesia,Jakarta - Indonesia,,"['anies', 'menyebut', 'pemerintah provinsi', 'dki', 'akan', 'menuntaskan', 'program', 'vaksinasi', 'covid', 'sembilan', 'belas', 'kepada', 'seluruh', 'warga', 'jakarta', 'agar', 'terbentukn', 'htps', 'atau', 'atau', 't', 'coatau', 'otsatu', 'pfhvog']",0,4,ID3172,JAKARTA TIMUR,6.416666666666667,24
2021-08-14 14:30:00,dompetdhuafaorg,"Jakarta, Indonesia",,"['satu', 'sahabat', 'virus', 'corona', 'atau', 'covid', 'satu', '9', 'merupakan', 'virus', 'yang', 'menyebabkan', 'ganguan', 'dan', 'menyerang', 'sistem', 'pernapasan', 'b', 'htps', 'atau', 'atau', 't', 'coatau', 'adelapan', 'm7satu', 'm', 'adelapan', 'm7satu', 'mxrlima']",0,0,ID3172,JAKARTA TIMUR,5.379310344827586,29
2021-08-14 14:28:28,detikcom,"Jakarta, Indonesia",,"['kasus', 'baru', 'corona', 'di', 'dki', 'mengalami', 'penurunan', 'dampak', 'kini', 'keterisian', 'rumah', 'sakit', 'di', 'jakarta', 'kembali', 'turun', 'dan', 'bi', 'htps', 'atau', 'atau', 't', 'coatau', 'posisi nyaman', 'pwqtsbpoh']",5,14,ID3172,JAKARTA TIMUR,5.4,25
